math,logical_thinking,creativity,tech_affinity,empathy,communication,leadership,analytical,patience,organization,career
1.0019731804079934,3.8487956089065536,1.630608175440654,3.9156324169154284,4.299835265698465,3.51410023335109,3.0362913464457573,4.262936526509932,4.739540951678558,1.9936230282456107,Business Analyst
3.256517638940628,3.865040557660716,2.645298571899793,5.0,1.6051347946914496,4.820445292861775,2.6696008379129372,3.275015747009502,2.063392425238136,2.5365482305406344,Software Engineer
4.472038969641721,2.0727954788278926,4.194122996616002,2.5752899065704375,2.957941735016844,5.0,3.2581159864604663,3.0959682714311554,2.2213143721221,3.3304540417543502,Marketing Manager
2.7588421501936313,4.650429171031831,2.6318222362093096,4.582868908476941,3.872396583200693,3.863564948503499,4.55367623026204,2.4758008327830248,3.40195286143162,4.688596547095532,Project Manager
3.4377821153133024,1.075329469529152,4.787721920774011,1.8274390726027143,4.533062132388484,3.8083733104022297,1.0733986507699247,4.454491064825608,1.0803073431840486,4.0809719795843735,UX/UI Designer
4.741476896106441,4.518579678972411,4.840754980505708,3.458621425087686,4.303116399643879,4.424822304123845,3.2267539957159848,3.646293762308146,4.609401621529525,2.273960976681338,Counselor/Therapist
2.5975423591393856,1.4957661064194432,4.389634102624761,4.001455027702873,3.2089565233976476,4.9869742366863585,3.4425560611304613,3.157348680453058,4.38985470089559,3.1248368344871666,Sales Representative
1.3701422411569357,2.3407201452140627,3.70774068092747,3.877828142204349,3.6844278186241426,4.877794979330597,3.2844125415048238,1.7967348837013657,4.981885809604744,4.299545373760923,Marketing Manager
3.082982008515157,1.1007119776343148,4.010125965069829,3.72545085123564,3.1736011462564457,4.670875214284053,3.91485479216588,4.92538423667555,1.9184830741136976,3.912109442297079,Marketing Manager
3.331038516585395,2.592360218035881,3.5172387806932996,1.6407278943246335,2.8483957466303216,3.6873761990905507,2.3174696970327116,1.2013954479819198,1.95347597601805,2.658350555472468,Marketing Manager
4.2092871450225315,4.875610576494954,2.0979112907973145,3.7160371840417605,2.861613702216508,4.772845319688491,1.7442950133567403,4.71860796438388,4.775387401951507,4.505258594832661,Data Scientist
2.889145230616551,3.725482417451992,2.785068530626898,2.489342303431271,2.630260715345903,4.6586953012969525,2.402379368182595,1.354455346150905,2.2959678311186837,1.5664915210871362,Sales Representative
3.621544255376768,2.480854667284056,4.1138835762311485,2.8104530885872103,4.437289843173761,4.0998870276540735,2.86394650610259,2.138324969395406,2.342927859307298,2.548860336388136,UX/UI Designer
4.812644967710505,4.380173956508135,3.020444093668557,3.941056425591309,3.532231285261858,4.520769683389439,2.1040315751908594,4.290052427931651,4.10508765351865,3.141603019180848,Data Scientist
4.855870205008341,4.085816012893875,4.1913589698371805,4.130822637021483,4.408795495427732,3.063851517235577,3.687162676453908,4.597618331941636,1.4137625599511776,3.057893800712829,UX/UI Designer
1.496194576286916,4.404110454982505,2.515106244736342,4.7436355937821215,4.835346492802349,4.525923644925107,3.4501086883770107,3.5860554049343394,2.1453176635768645,4.569261741341595,Business Analyst
3.428965604475537,4.261982835034459,3.240192392094214,4.278456427341203,1.5241606077221994,3.497077260156059,4.467338887722864,1.6764543894385189,4.694125437066986,2.783857091930411,Software Engineer
3.976029907194966,4.1359993404450375,4.504735900049036,2.1778671363054816,4.558657452518037,3.6499397902178625,4.374076481106927,2.8765677797806144,4.251824667524053,1.090778566470627,Counselor/Therapist
2.541232250917738,2.736580934996359,4.0943225400600145,4.803324173622357,2.1313513060460147,5.0,1.2359066710550888,1.8938281081103367,3.8831964069522726,4.281908546666989,Sales Representative
4.957648390651501,4.732026105030904,1.699617338898177,2.853633712191762,1.5983798246623988,3.9921162105277266,3.5628489220360353,4.030494409646584,3.779133828101323,2.965586486752772,Business Analyst
3.8186669420733104,4.660270488651831,3.8853824089599898,4.275883216633749,2.940385537531295,4.538858205823925,3.253515969014124,1.9528758925943892,1.2681605527028843,1.4153925891990191,Marketing Manager
1.9366625692854273,2.8845877419445882,1.0661479462759482,2.6534478982967054,2.566995510963091,4.467412779966567,2.7564284299246706,4.2791620164812345,3.182173758591441,1.7228167161569212,Business Analyst
1.7274924305595403,2.4873736762554293,4.114835793465073,2.2334816900286483,3.4938120977563374,4.352334133812779,3.9981053690647963,3.855142271892794,4.152766365576232,1.2397474997097437,Marketing Manager
3.8635854857366105,2.1238184571375163,4.454244742252171,3.4320713812236296,2.906370058729639,4.0258612353101695,4.366420941990562,3.1147105784330638,2.016944357634412,4.640114729665102,Marketing Manager
1.1779616559061092,4.403985337035131,4.0379705536774315,3.019724266856762,3.964728532363636,3.304195174206363,4.514096878586203,4.7420506260812765,1.191260132612936,1.210418737477843,UX/UI Designer
3.816917179508641,4.183413957338233,2.4760715682930123,3.8126786290461894,3.3158589913275924,4.203674273124936,2.976876816421817,4.9510232896636435,1.5245484703041488,1.5940629169393956,Sales Representative
4.596961648310705,3.813681130637873,4.425628430216002,2.7352550300402787,3.349016060828727,3.233369680357873,3.92115614128876,4.6594591456301355,4.328376234241373,1.0771190448520542,UX/UI Designer
3.7943955766937956,3.9189391564035754,3.5740692333827964,4.885989527149331,4.778290806010313,1.2104381500320187,2.10185447273403,4.018261207229738,4.053340629810004,1.8071417594860417,Software Engineer
4.679625180986793,4.9527131368405595,3.9671195801351513,3.175541850171216,4.380430151146506,4.160955248770194,1.0007380636828884,1.4686436738234714,3.749024718666306,4.064815071185176,Counselor/Therapist
1.1783733956532316,2.5372640838146174,3.987206140670898,1.3957590886947928,4.576569466771046,4.522983673713403,4.371006984230501,1.3827409504429515,4.084727718405007,4.1100369906417775,Counselor/Therapist
4.121618822927177,4.133637038348288,1.1330412004058474,3.9669355794721564,2.919141584106689,3.9872782203692516,2.07314958608549,4.3782731726300135,4.460680983558321,1.4142931913059082,Sales Representative
4.420870276618134,3.2590850916164,4.157257226115802,1.5206786995052752,2.3684906240850863,4.950836627755773,2.9953824788707832,4.149942744903693,2.7667277450190166,2.952239149626915,Marketing Manager
2.393922177023514,4.292592456906229,4.270642932197294,1.9926252473916977,2.2179192336314735,4.204797839551701,2.664725296313452,3.822491339176212,2.7259135256019436,3.680585785701797,Business Analyst
4.682617918776196,4.573707355789018,3.7171405172974983,4.118681808822204,1.2108734380179667,4.140220638587456,1.730290863829116,3.761176920477436,2.825541715451349,3.5391967699991724,Data Scientist
2.272456277258224,2.451678078325817,4.47697985552122,2.844267370310742,3.418004615255311,3.5886108821413156,4.096395617389792,2.173614489690773,2.8528664006717364,1.809655970583191,UX/UI Designer
4.1256147136537304,1.5954156718776922,4.5320919277615515,3.0982668812724614,3.438865297906416,4.019932544872546,4.1873949451035,2.922233609803009,2.504716886325706,1.6851641993358428,Marketing Manager
3.5087684389761766,2.8284829974849885,3.6792759855766377,1.1580200313021627,3.026855678879564,4.221878378222861,2.6073777774726947,1.960756729241516,4.245068018266336,4.253959954644995,Sales Representative
3.742651658753327,4.233334821158184,2.2976350569965662,3.7823913221363283,2.6207862698199884,3.8394888019162767,4.982063505162451,4.141949876297887,3.7918818528971716,2.867332917232828,Data Scientist
3.9155902199928265,5.0,4.675839520825771,4.106299986456898,1.5992357312077146,1.1617383440469045,3.5085745484900013,4.3744239666058276,2.1618121357405027,3.2261549203184288,Data Scientist
1.3868277362318304,1.3690441403909883,4.364437552550126,3.0649228810907525,4.134851677370602,2.9258754037785284,1.43838403997308,2.8448760022268362,2.513839460632288,3.084086158519584,UX/UI Designer
2.3546789658978113,1.2321941716961402,3.904578941418868,3.0408645164416983,3.672751827744758,3.7814309844643295,4.041053844788074,3.738662856319974,2.450528372442025,2.0776822519809217,UX/UI Designer
4.240742994350755,4.190689239816745,4.053952306940697,3.9938108104138146,1.6729806129873723,3.888700325313027,1.231074494939283,4.980674757041311,3.8302915044788537,3.6918018240998203,Data Scientist
2.993955922502203,2.3091820469533832,1.675606076192246,1.7485226217503453,2.779468536150349,4.327337503811069,2.0863061349181335,1.0983078819929561,2.613338138568061,4.132252836646526,Sales Representative
1.337991952417196,3.1604715516804127,4.628553929811713,3.0300061385616566,3.935437478662481,3.5742285022817795,3.0903850232972605,1.9541600054739074,3.036936669714876,1.8306012364329813,UX/UI Designer
2.6633125771346666,4.458248485113522,2.518137403318949,3.7613556936699784,2.821203538687227,3.6068701458575885,4.889442675560032,2.9284251648187256,3.7247378665620787,4.431006608031382,Project Manager
3.801975445805385,2.3347106311514194,4.196856657936531,2.789532621657881,4.206269734897617,3.311347650275546,1.6656134699028144,4.586789853443738,1.378682478048804,1.8636115427976567,UX/UI Designer
3.722107685948656,1.402970345444964,3.1731798260715816,4.212370438641671,2.5579233838239874,3.7676874014149173,4.491392969173101,3.064680501063663,1.7435595601268412,2.442697340192187,Sales Representative
1.548870485394429,1.9488408314876011,4.758058309185479,3.0576121730887755,3.851970935667366,2.644660337966786,3.5352738357868794,3.2165523835400407,4.0523052055253785,4.565952529241004,UX/UI Designer
3.5901887754423285,3.829593489311919,3.7330600613111478,3.7243893452613945,4.263575941995708,4.000307679061841,2.4554923178905406,4.3203886877113185,3.9283965523185476,2.4010483404824816,Counselor/Therapist
3.9959486712102046,3.9106946563844764,2.4267574113118107,4.656772922573928,4.404836428668347,4.704419826203756,1.9524334116261821,4.094740895371096,1.5693477308160344,3.388752277001449,Software Engineer
2.7815724965854844,4.652964884716896,2.499088536805842,3.465620090355781,2.4532758368711924,4.777678227101916,3.4560608002632236,2.6662570530162255,2.3963513662012406,4.039632989328592,Software Engineer
3.0490124131058267,3.9528318768123,3.2920006493312477,3.8681153998523095,3.6831622621797324,4.773839626380654,2.7211004272447448,4.081489417363585,2.435324152745015,3.5814765124813497,Business Analyst
3.4020704652386677,3.793565466888523,2.9039825723573,1.8460113056245846,2.251755587216774,4.178874140116786,5.0,2.8370675758057953,3.4279732089151462,4.7598846753654795,Project Manager
2.9842028643084118,3.756526682353333,4.031298347666831,4.275293921171608,2.7536253509687003,2.070147196439295,4.359597699015858,4.966334342294362,3.5545134276070374,4.131291756024918,Software Engineer
4.8003255058052705,3.697973143994316,1.0939480031185527,2.4744469534084894,3.0537925541982904,4.716798993627386,2.5131799945129,1.0711431706617853,3.7359161743213525,4.477141457184496,Sales Representative
2.593027358040996,3.8111305091924317,3.099304464681106,4.492672226743774,3.363434535802021,1.3349343904122408,2.2727134726458957,2.9769341780550547,1.5996123979981949,2.797191749833494,Software Engineer
3.085539313392744,2.531729675924741,4.811414703645336,3.1038787034469495,3.329895882888782,3.526688009830555,2.6829431290323393,4.14381120593112,4.365965125289215,4.370989890104401,Counselor/Therapist
3.0937652264009414,3.525342437931013,4.790679866867794,2.119019141554939,2.4013802666354622,4.2040255799535835,2.3943369145722735,1.0744956147210543,4.737225171475642,1.6728625482348516,Sales Representative
4.07206572591692,4.891809238040797,3.88956787290145,3.6961922749048908,3.9123197096358355,4.811822775628304,3.736354962630866,3.361053031674389,1.0893362932485897,1.9727011551830929,Data Scientist
3.9360362629741794,3.296255721864438,1.4247238650199394,2.589608848332803,3.6121786282710184,4.453186637343775,1.1904056155772635,4.975234422693459,1.3899842841209038,3.4396094939839656,Sales Representative
2.954203376248262,4.849870441581611,4.936210284016246,3.4013413240174906,3.4204208410319854,4.4938533418635505,4.463901416984223,2.8428566078963584,4.8447427237134555,2.766399484849213,Marketing Manager
3.911855973218385,4.580640349397794,4.942048069197574,1.687982429933717,4.0705159847037615,4.132634458532665,3.41143643970269,4.071820603494704,3.8947602955502054,2.0134006680611236,Counselor/Therapist
3.034326896069275,4.193220172114484,4.302374575561127,3.334726883852868,2.853282967233916,3.4860009947009365,2.6708632817351874,4.9322778851490465,2.282180333769842,2.0752156090806695,Business Analyst
2.9401849776504894,3.7391020198425964,4.420638532168658,4.959483287449535,3.3219662760903943,4.092445725100304,2.6633192382827833,3.563851193730929,1.3804328066943614,2.5332770933075563,Business Analyst
2.6645245862738616,3.2986980892892857,2.452935365045143,4.853710046377991,4.643891838869071,4.569310284963716,1.4683607449757496,2.5774621887864413,3.57525832816569,3.365253399745944,Counselor/Therapist
2.563734690623991,3.9197607292115095,4.519673273112883,2.7581784351862555,2.1346610176648104,4.337316097663715,4.841489380852649,1.067259634982209,4.316949099933547,3.723686040995678,Project Manager
2.0467953791670954,4.334035148245558,2.668757433387154,2.852652614991309,4.76778213039314,4.320656803099113,4.591841579323353,4.993458393440341,3.1363677018587803,3.5370068571085196,Project Manager
3.279366800091468,3.960007505417348,2.3728449349753724,4.3521091446083195,2.2956491018289187,1.6129374456214225,3.5065757078359816,3.9063539413811337,2.6621370654182823,3.8628919081204183,Software Engineer
3.006420008846506,2.1350269822100083,3.16430046139241,3.7931466976094943,4.899747230945657,4.262843049714016,4.7521147545291225,3.030947561083499,4.1893387281203935,2.1043648762343934,Counselor/Therapist
3.24668085877778,3.024019629488943,4.616595942128989,1.4784863916633828,2.7539541133652636,3.7678053469335646,3.035502888398167,3.0605453447216378,1.1188058695653385,3.6784637984016815,Marketing Manager
4.561261540205942,1.25247803787037,5.0,3.813106344754827,4.216442184464642,3.4614900449609967,1.1670384400228255,2.4358395966225843,3.843446218612128,1.1797712072265458,UX/UI Designer
2.4846050521887117,1.7435035070738336,4.129881293571895,2.9564164966561064,3.714225041541948,3.8141151893166994,1.0283719324104594,2.4915205856564855,1.612527712537612,1.756554055548401,Sales Representative
4.120143516133139,4.810898811213013,1.609757876787675,4.357963867553048,3.8833013962239855,4.006249764384187,3.3912627714106636,3.1408721979071395,1.1764531670702327,2.4790680339732436,Data Scientist
1.5913640477367728,3.9300237296681737,3.022167850670678,4.95532847181454,4.582464615296591,4.1761408182822075,1.381909402413286,1.7710740818963844,3.2300397013967346,2.049069486920331,Counselor/Therapist
1.5451749898148077,3.306053862941806,3.67423062812512,4.988413820735186,2.638964871223198,3.8739556578005816,3.4742392061509197,2.1465920752420637,1.8820933118771586,3.1863060748390915,Marketing Manager
3.561700872944005,2.048987679451861,4.059386956322562,2.8856489904342766,4.20550766532042,3.5149488446370203,4.244482373913648,3.440361180237981,1.8639483073659808,1.3482516240227156,UX/UI Designer
1.6609795972233168,4.577073902434925,2.001503316127828,3.3300499767222393,3.165556337773296,5.0,4.188253178576919,4.3695516306339774,3.0868655612738753,1.6479439654241932,Sales Representative
4.1724349596380375,2.5888447411949813,3.6422549475060375,1.194422364417549,3.1616152312273074,5.0,3.659398994324777,4.116733537133586,4.547725490320687,2.4209831117811214,Marketing Manager
1.5804148558782205,1.4493475829819684,3.0336474138189993,2.6726426743947536,5.0,3.8402516738919963,4.668495083251256,2.746825155921931,3.6682291557349185,4.438096330525182,Counselor/Therapist
4.767582237071895,4.575215118501978,3.6147979199908433,4.569206170938102,4.301655443330089,4.073658339214693,3.77497421766437,1.4693250744966764,1.2920934097758043,3.016282366632767,Project Manager
2.9893624063870736,2.3079102428057388,2.6630159812025895,4.6748026228709145,2.335719496245631,4.0262654074871564,4.178096606314252,4.447384841763976,4.157105738045322,3.5753701681670584,Project Manager
4.264445390617306,4.523962904383958,4.277427569402175,3.6187694435720825,3.9775139047906447,3.4954873550585694,3.983698117734666,3.0445294319180274,4.258919669735358,4.937020303943072,UX/UI Designer
2.7354047425451165,1.861711226386042,4.366343349268843,3.2968235000430743,4.433590409683209,3.509570974429131,2.764384221023944,2.1203170873773947,2.4988499494647454,1.6597665652708278,UX/UI Designer
1.3260240953016718,4.613473186945617,1.196483121186449,4.487932167947568,3.3151161632242974,3.971409832234156,5.0,1.76099872340648,2.8962967706984815,3.740125267895245,Project Manager
2.72998749265653,1.9576148954851087,3.8515554648849726,4.517543949132403,2.8200069240872523,4.674377048964448,3.496772274209641,2.920223140257265,2.8511352543719153,3.897341242521014,Marketing Manager
1.454499819676991,2.656626171233417,5.0,3.7041604085046806,4.7669162478378055,3.911088702269887,4.47975275958235,1.7524016411866183,3.345882631603262,1.862911230151774,UX/UI Designer
2.8763621985485957,1.3885118955793807,3.813143869721624,4.134068842096505,2.963363991808454,5.0,4.756030113179583,1.052858558397765,3.662526729975411,4.799612390867246,Sales Representative
4.783823400397346,4.090884808925152,4.961042041712239,2.973737125056601,3.686700318389236,3.9328097994196733,3.889212772419836,2.850846210574791,3.0046167278612947,2.3567639050285707,UX/UI Designer
4.773857182749935,4.511980700158508,3.8475784936870374,4.311332537755781,3.1965984216373977,4.19381201296563,3.2435502235748532,2.8529110093128134,3.05710052588389,1.9196530409444574,Business Analyst
1.7966497959294898,3.1770271654803537,4.203114287422078,3.5573414958948426,3.7270240083196136,3.2364564231622284,4.198420866683302,3.803452963238428,4.208868206235934,4.6736764411011045,UX/UI Designer
2.9442617231894195,3.7972461131766493,3.387003392946632,5.0,4.287617899080701,3.7928954175737872,2.4697388536436575,2.6223165489727456,3.6606801055675495,4.035203500841007,Software Engineer
1.1682025534412754,4.689880642904871,4.519940044767449,1.9525597079785066,4.7643400349462155,4.767488097755364,3.238667595476441,1.145480592510709,2.547968610033261,3.805625827355659,UX/UI Designer
3.9187903424557646,3.044498995636458,3.6032791161122755,5.0,3.6191471123470316,4.565490945637091,1.092865123924406,3.206116914852202,2.8705741116830152,2.17853766453,Software Engineer
1.2486573806623156,3.7756893910589415,2.8678912291826917,4.7534595014429595,2.711289220575117,3.9069358955700784,4.437588001138348,3.3821532789541973,2.175196257458393,4.049536899390171,Sales Representative
4.939389998820383,3.0605100923031108,4.546218837707632,3.160184313858122,3.588612790103094,3.7170225887775974,2.2342331173750742,4.388261182809291,4.918021050918123,4.683600770044248,UX/UI Designer
2.828720224631765,2.8810173165762882,4.0287646848277365,2.5263457250414367,2.8810344774177015,5.0,3.5708102254852143,2.340283434486091,4.699666569382284,3.829254717618295,Marketing Manager
4.321895695748205,2.906585864987821,3.6776814127095703,2.782287114492647,3.4280824562493097,4.062372656184989,3.1515968996504045,4.43519142853193,1.8842653359738613,1.4103159415672386,Sales Representative
4.168523307518018,3.309910646145157,4.119735412548084,2.618377217387188,3.522382983163347,4.6819374305120505,1.1028112144006283,3.101111152433358,1.1776160902352024,2.3387807494002435,Sales Representative
3.413145655758004,3.3592631714065004,3.167088430818656,4.051097808243407,1.9943534496003612,4.695828871914181,2.086219037054478,2.0558047576744527,2.8422415281888616,4.743789978598885,Software Engineer
1.8700037692325466,1.6546582012926896,4.110971590246481,1.0277828204270207,3.646088987195581,3.9868573949160058,3.8706941389708915,1.0119035576440165,1.90369955003835,3.957472345517151,Marketing Manager
